geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,area_m2,period_ret,intens_num,int2
"19.3714954913,-99.121596216",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,89903.8363178,5 años,54 a 60,2
"19.3282447463,-99.0130988439",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,1151272.00028,5 años,41 a 54,1
"19.3538853323,-99.0998231427",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,234501.294949,5 años,54 a 60,2
"19.3529925422,-99.10897506",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,239508.571676,5 años,54 a 60,2
"19.3254814413,-99.0773832377",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,266886.567801,5 años,54 a 60,2
"19.1903871622,-99.0071261355",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,1084644.78333,5 años,54 a 60,2
"19.3782763424,-99.0696011655",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,401944.987167,5 años,54 a 60,2
"19.3774013543,-99.0755342046",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,402111.855785,5 años,54 a 60,2
"19.3740654102,-99.0545840081",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,11110.1747761,5 años,54 a 60,2
"19.3445731103,-99.0007448528",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,181419.309009,5 años,41 a 54,1
"19.304653196,-99.0657855819",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,151458.098545,5 años,54 a 60,2
"19.3424259739,-99.0740788952",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,361328.903951,5 años,54 a 60,2
"19.3635563955,-99.0014518016",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,117314.689553,5 años,41 a 54,1
"19.3916154282,-99.0964548089",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,88776.0916263,5 años,54 a 60,2
"19.4165483728,-99.0629907556",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,213692.529515,5 años,54 a 60,2
"19.3422887832,-99.0301237294",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,273396.927064,5 años,41 a 54,1
"19.3109881499,-99.0899412391",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,27155.7556251,5 años,54 a 60,2
"19.3793236853,-99.0508397234",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,36108.5466118,5 años,54 a 60,2
"19.3461191342,-99.1097412917",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,386438.640411,5 años,54 a 60,2
"19.2463929384,-99.1587282128",Hidrometeorológicos,Precipitación,Medio,Tlalpan,986842.294725,5 años,60 a 64,3
"19.3355326622,-99.0733839259",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,148957.081798,5 años,54 a 60,2
"19.310513647,-99.0846396212",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,58061.5877698,5 años,54 a 60,2
"19.335664066,-99.0168273265",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,197061.51971,5 años,41 a 54,1
"19.3231776863,-99.0737475252",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,241546.211391,5 años,54 a 60,2
"19.3776926349,-99.1148295365",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,236032.946338,5 años,54 a 60,2
"19.371207349,-99.0499795598",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,91890.671405,5 años,54 a 60,2
"19.3199808804,-99.0322421904",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,595520.270338,5 años,41 a 54,1
"19.3319462363,-98.9938718025",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,497499.947215,5 años,41 a 54,1
"19.2946636534,-99.1670730912",Hidrometeorológicos,Precipitación,Medio,Tlalpan,241311.141573,5 años,60 a 64,3
"19.2874644522,-99.1237269658",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,104479.436177,5 años,54 a 60,2
"19.3109945146,-99.0777026577",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,191314.381764,5 años,54 a 60,2
"19.2788466959,-99.1432524553",Hidrometeorológicos,Precipitación,Medio,Tlalpan,220142.27131,5 años,60 a 64,3
"19.2258867084,-99.2087086831",Hidrometeorológicos,Precipitación,Medio,Tlalpan,684947.729875,5 años,60 a 64,3
"19.2908372828,-99.1175850171",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,132654.482283,5 años,54 a 60,2
"19.299924803,-99.1926254988",Hidrometeorológicos,Precipitación,Medio,Tlalpan,526672.563747,5 años,60 a 64,3
"19.297929235,-99.1107486512",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,95026.1160195,5 años,54 a 60,2
"19.3004702312,-99.1689065595",Hidrometeorológicos,Precipitación,Medio,Tlalpan,171251.615444,5 años,60 a 64,3
"19.2641717915,-99.22884129",Hidrometeorológicos,Precipitación,Medio,Tlalpan,177684.7742,5 años,60 a 64,3
"19.4949629462,-99.1486655987",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,97217.024402,5 años,60 a 64,3
"19.1966694039,-99.1172517521",Hidrometeorológicos,Precipitación,Alto,Xochimilco,782139.200582,5 años,64 a 70,4
"19.3446503397,-99.0174306216",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,385076.023475,5 años,41 a 54,1
"19.3513553498,-99.0819679416",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,309271.973203,5 años,54 a 60,2
"19.3375775622,-99.1811825326",Hidrometeorológicos,Precipitación,Medio,Coyoacán,102549.64021,5 años,60 a 64,3
"19.4741025763,-99.127486817",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,210111.049267,5 años,54 a 60,2
"19.5093448639,-99.0951459754",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,108771.180013,5 años,54 a 60,2
"19.4654545263,-99.1802510375",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,218987.340662,5 años,60 a 64,3
"19.5086454007,-99.1161420525",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,1463277.1462,5 años,54 a 60,2
"19.4602994807,-99.0733658966",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,2980252.34975,5 años,41 a 54,1
"19.4944844499,-99.2054575404",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,64318.9702499,5 años,64 a 70,4
"19.3225273992,-99.1579829321",Hidrometeorológicos,Precipitación,Medio,Coyoacán,443083.611958,5 años,60 a 64,3
"19.3040824762,-99.1116535341",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,406226.947254,5 años,54 a 60,2
"19.5831143778,-99.1205622703",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,1687782.15844,5 años,64 a 70,4
"19.5009715659,-99.09165273",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,234706.375098,5 años,54 a 60,2
"19.3558120306,-99.1556609583",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,456380.456983,5 años,54 a 60,2
"19.4744786549,-99.2069588211",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,316418.775841,5 años,64 a 70,4
"19.4808320196,-99.1185565862",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,551910.42231,5 años,54 a 60,2
"19.4132892779,-99.071163255",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,245204.226604,5 años,54 a 60,2
"19.3151704584,-99.1167052283",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,116679.637232,5 años,54 a 60,2
"19.3035134705,-99.1727257221",Hidrometeorológicos,Precipitación,Medio,Coyoacán,64866.5336439,5 años,60 a 64,3
"19.4861040711,-99.1930281238",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,274540.497335,5 años,60 a 64,3
"19.4985008825,-99.1001825107",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,150619.328126,5 años,54 a 60,2
"19.3469441207,-99.0404755002",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,186830.210302,5 años,41 a 54,1
"19.3266730812,-99.1183176312",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,182071.466078,5 años,54 a 60,2
"19.3288381185,-99.2922222734",Hidrometeorológicos,Precipitación,Alto,Cuajimalpa de Morelos,1206603.54124,5 años,64 a 70,4
"19.3308996225,-99.1254928295",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,212336.980397,5 años,54 a 60,2
"19.4920243488,-99.2043701308",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,330591.962767,5 años,64 a 70,4
"19.4816391802,-99.1231911602",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,147602.244465,5 años,54 a 60,2
"19.4572095871,-99.0948894505",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,267431.566299,5 años,41 a 54,1
"19.4678996133,-99.0604849131",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,210646.92571,5 años,41 a 54,1
"19.3114067804,-99.1377582709",Hidrometeorológicos,Precipitación,Medio,Coyoacán,754057.062017,5 años,60 a 64,3
"19.4742421748,-99.1931348097",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,434150.264669,5 años,60 a 64,3
"19.2834376253,-99.24625448",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,244999.858186,5 años,60 a 64,3
"19.1737016078,-99.0331924269",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,463839.631332,5 años,54 a 60,2
"19.3294464672,-99.0580154689",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,94486.0658451,5 años,41 a 54,1
"19.324784012,-99.1114052537",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,167508.372792,5 años,54 a 60,2
"19.3853936125,-99.039151031",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,127296.50771,5 años,54 a 60,2
"19.3786742507,-99.2793493668",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,968314.475529,5 años,60 a 64,3
"19.3066658384,-99.2504001343",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,106332.972753,5 años,60 a 64,3
"19.2979322762,-99.2403062939",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,887766.168155,5 años,60 a 64,3
"19.3573343224,-99.0798790081",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,392251.823722,5 años,54 a 60,2
"19.1922760108,-99.0948446811",Hidrometeorológicos,Precipitación,Medio,Milpa Alta,1564366.28618,5 años,60 a 64,3
"19.35702538,-99.0638849161",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,189464.755279,5 años,54 a 60,2
"19.4348055092,-99.1935699957",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,415753.541373,5 años,64 a 70,4
"19.4213111486,-99.1096079329",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,65365.027438,5 años,54 a 60,2
"19.4337769864,-99.0985059482",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,293076.607687,5 años,54 a 60,2
"19.4157217179,-99.1229804283",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,157871.02764,5 años,54 a 60,2
"19.455079584,-99.1442901397",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,41341.0554602,5 años,54 a 60,2
"19.4487736867,-99.1066247623",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,114957.80649,5 años,54 a 60,2
"19.4468183392,-99.0965151087",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,208109.14667,5 años,41 a 54,1
"19.4477951238,-99.1006438375",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,240266.191885,5 años,54 a 60,2
"19.2544657488,-99.0722615538",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,726107.19297,5 años,54 a 60,2
"19.2704173307,-99.1357528694",Hidrometeorológicos,Precipitación,Medio,Xochimilco,1165032.26458,5 años,60 a 64,3
"19.2877839599,-99.2215117222",Hidrometeorológicos,Precipitación,Medio,Tlalpan,247925.370801,5 años,60 a 64,3
"19.3918263023,-99.1799203934",Hidrometeorológicos,Precipitación,Alto,Benito Juárez,223185.122835,5 años,64 a 70,4
"19.3754562128,-99.1466768808",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,227636.090614,5 años,54 a 60,2
"19.386652738,-99.1841544989",Hidrometeorológicos,Precipitación,Alto,Benito Juárez,147197.43452,5 años,64 a 70,4
"19.2584622354,-99.1206817076",Hidrometeorológicos,Precipitación,Medio,Xochimilco,46474.0831754,5 años,60 a 64,3
"19.2538017465,-99.1690090231",Hidrometeorológicos,Precipitación,Medio,Tlalpan,939483.150426,5 años,60 a 64,3
"19.2708791397,-99.1032964342",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,168118.133051,5 años,54 a 60,2
"19.2805423109,-99.1127835568",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,116137.413924,5 años,54 a 60,2
"19.3176175118,-99.2647925762",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,249067.460778,5 años,60 a 64,3
"19.2621911575,-99.1109400086",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,384976.151567,5 años,54 a 60,2
"19.2669265058,-99.1047555632",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,217797.254902,5 años,54 a 60,2
"19.2761258887,-99.2228250533",Hidrometeorológicos,Precipitación,Medio,Tlalpan,300070.326627,5 años,60 a 64,3
"19.2972980117,-99.1179093656",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,84076.5868074,5 años,54 a 60,2
"19.3727984563,-99.245440975",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,732656.181203,5 años,60 a 64,3
"19.3069701351,-99.0554872813",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,360981.25543,5 años,41 a 54,1
"19.228298699,-99.166439749",Hidrometeorológicos,Precipitación,Medio,Tlalpan,98552.846046,5 años,60 a 64,3
"19.358863821,-99.2065987584",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,265339.857021,5 años,60 a 64,3
"19.3677708704,-99.2040005554",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,22479.0640936,5 años,60 a 64,3
"19.2822414569,-98.9954726529",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,460870.183744,5 años,41 a 54,1
"19.3547428153,-99.0559061958",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,305602.150861,5 años,41 a 54,1
"19.2615393885,-99.005591235",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,438947.193913,5 años,41 a 54,1
"19.3146127249,-98.9679396149",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,736257.249736,5 años,41 a 54,1
"19.2885797183,-99.007694723",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,222821.197613,5 años,41 a 54,1
"19.2821277862,-99.1596150733",Hidrometeorológicos,Precipitación,Medio,Tlalpan,214200.229682,5 años,60 a 64,3
"19.2835881235,-99.0544625766",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,128908.483476,5 años,41 a 54,1
"19.342510899,-99.1972138049",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,454167.912579,5 años,60 a 64,3
"19.3225587803,-99.1985780007",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,1135271.87659,5 años,60 a 64,3
"19.2954956513,-99.1163100786",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,74594.4292317,5 años,54 a 60,2
"19.3653519833,-99.1927311517",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,124864.341407,5 años,60 a 64,3
"19.2993020038,-99.0537533637",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,222854.003768,5 años,41 a 54,1
"19.3936741296,-99.2128297207",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,184801.401196,5 años,64 a 70,4
"19.3481732713,-99.2201271879",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,276515.998968,5 años,60 a 64,3
"19.3505611828,-99.2262889301",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,309850.416691,5 años,60 a 64,3
"19.3684312206,-99.1943418923",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,166612.45402,5 años,60 a 64,3
"19.2562576527,-99.007562433",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,416646.023024,5 años,41 a 54,1
"19.3966279547,-99.11707721",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,191555.897365,5 años,54 a 60,2
"19.2197382901,-98.9879864539",Hidrometeorológicos,Precipitación,Muy Bajo,Milpa Alta,864923.807087,5 años,41 a 54,1
"19.2082546347,-98.9845304759",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,161775.949624,5 años,54 a 60,2
"19.3643942537,-99.0518120576",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,301077.759453,5 años,54 a 60,2
"19.203802284,-99.0299657785",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,177504.437985,5 años,54 a 60,2
"19.2028355039,-99.0173156194",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,164881.977131,5 años,54 a 60,2
"19.3607113918,-99.1948693688",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,363387.495646,5 años,60 a 64,3
"19.3761871742,-99.0523947395",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,20715.6451335,5 años,54 a 60,2
"19.3405499555,-98.9906148342",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,137104.409054,5 años,41 a 54,1
"19.3325285604,-99.0072973228",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,359491.480637,5 años,41 a 54,1
"19.3670712295,-99.1928823107",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,59298.7512114,5 años,60 a 64,3
"19.306009675,-99.2457621714",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,502669.11977,5 años,60 a 64,3
"19.3395809653,-99.0460136051",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,256489.991058,5 años,41 a 54,1
"19.3254814413,-99.0773832377",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,266886.567801,5 años,54 a 60,2
"19.349703662,-99.1021392784",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,173149.981902,5 años,54 a 60,2
"19.3286106475,-99.1043735469",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,243603.203919,5 años,54 a 60,2
"19.4558741922,-99.0828893863",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,189643.216346,5 años,41 a 54,1
"19.3017363761,-99.0714475017",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,225488.858073,5 años,54 a 60,2
"19.3841922979,-99.0854234897",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,145820.664994,5 años,54 a 60,2
"19.3782763424,-99.0696011655",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,401944.987167,5 años,54 a 60,2
"19.3976542483,-99.0739536878",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,341022.477563,5 años,54 a 60,2
"19.3905007949,-99.1026163568",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,60161.533644,5 años,54 a 60,2
"19.206591927,-99.0688543154",Hidrometeorológicos,Precipitación,Medio,Milpa Alta,1310591.85463,5 años,60 a 64,3
"19.2132379701,-98.9868829492",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,873442.960614,5 años,54 a 60,2
"19.3350040878,-99.0214472434",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,204376.495623,5 años,41 a 54,1
"19.3788807765,-99.057615459",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,334787.926904,5 años,54 a 60,2
"19.335808539,-99.0777388568",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,494746.885531,5 años,54 a 60,2
"19.3461191342,-99.1097412917",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,386438.640411,5 años,54 a 60,2
"19.3044809102,-99.0750434171",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,315398.576618,5 años,54 a 60,2
"19.3385705463,-99.0144308997",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,155597.196782,5 años,41 a 54,1
"19.3279686,-98.9672439535",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,468178.765269,5 años,41 a 54,1
"19.3521687463,-98.9955483978",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,149877.688016,5 años,41 a 54,1
"19.3239478831,-99.0470541673",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,86952.4550436,5 años,41 a 54,1
"19.3253349527,-99.0596817559",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,137924.644694,5 años,54 a 60,2
"19.3339648498,-99.0611883761",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,117576.357039,5 años,54 a 60,2
"19.3266569276,-99.0529112794",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,23373.5948851,5 años,41 a 54,1
"19.3996412915,-99.2288447619",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,1449905.59097,5 años,64 a 70,4
"19.4168559534,-99.1520694463",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,314454.65345,5 años,60 a 64,3
"19.4320405602,-99.1263150426",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,162789.626164,5 años,54 a 60,2
"19.428821036,-99.150206484",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,356866.259637,5 años,60 a 64,3
"19.4617214059,-99.0966467194",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,398920.743472,5 años,41 a 54,1
"19.4535850078,-99.0543293748",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,154505.465813,5 años,41 a 54,1
"19.4825480833,-99.0666441338",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,208086.019498,5 años,41 a 54,1
"19.4046622859,-99.0806626712",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,127498.855559,5 años,54 a 60,2
"19.4667544346,-99.0980322095",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,116353.151262,5 años,41 a 54,1
"19.4959100858,-99.152510601",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,379291.793544,5 años,60 a 64,3
"19.5521332497,-99.1446722135",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,530308.142279,5 años,64 a 70,4
"19.4800891353,-99.0805760495",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,302067.622651,5 años,54 a 60,2
"19.5406399472,-99.1432150693",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,295272.362777,5 años,60 a 64,3
"19.4277304059,-99.1349567638",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,165954.112579,5 años,54 a 60,2
"19.4883561033,-99.0802663136",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,198756.24615,5 años,41 a 54,1
